comment,labeling
제발 싫으면 보지 마세요 ㅠㅠ 왜 악풀 달아서 . 아까운 꽃 피지도 못한체 별이되어야만 하나요 ㅠㅠ,1
진짜.. 아직도 충격이다....ㅠㅠ 설리 악플의 밤에 나와서 악플에 대해서나 노브라에 대해서나 이것저것 말하는거 보면서 되게 생각이 멋지다고 생각했고 강해보여서 부럽다고 생각했는데 지금 생각해보면 강했던게 아니라 애써 강한 척 했던것일지도.... 얼마나 힘들었으면 그랬을까 하는 생각에 너무 안타깝다.. 행복하세요 설리..ㅜㅜㅜ 거기서는 슬퍼하지말고 애써 강한 척 하지 않아도 되는 그런 삶이였으면 좋겠네... 고인의 명복을 빕니다,1
죽고나니 악플이없고 다 걱정하는 댓글밖에 없구나....,1
무엇보다 악플러들도 처벌을 받아야 한다.. 찾아서 처벌을 받게 그리고 실명제를 다시 해야 한다.. 악플러도 처벌 받을수 있게 법 개선이 필요하다. 연예인들 멘탈 약해지면 안되니.. 멘탈도 강하게 키우고~,1
마무리 훈련 = 10달간 돈 주니까 못놀게 굴리는거. 프로라면 시즌 끝나고 알아서 몸 만들어야지. 그나마 요즘은 조금 나아진게 마무리 훈련을 12월 초까지 하거나(김성근 말고도 다들 어기던 규정) 교묘한 규정으로 스프링캠프 15일 먼저 시작하는건 없어졌다.,1
"마무리 운동 겸 해서 두산이랑 실전 경기 뛰어 볼 순 없나..? 두산 입장에서는 lg 선발이랑 붙어 보면 확실히 한국 시리즈 대비 될꺼고, lg도 내년에 쓸 불펜이나 야수 자원 시험 해볼 수도 있고.. 그리고 무료 혹은 일정 수준 입장료 받는다 하면 팬들 입장에서 보러가면 좋을 꺼 같은데..",1
웃는 사진이 너무 이뻐서 마음이 너무 아프다..,1
진리야 웃기지 이 세상은 널 잃고 나서야 널 이렇게 응원할 수 있게 되었어 지켜주지 못해서 미안해 너만의 진리를 고집하던 어린 너는 결국 별이 되었지만 고마워 진리야 네가 이 시대를 살아가는 여성들에게 어떤 의미였는지 너는 알까? 절대 잊지 않을게 비록 지금은 너라는 작은 진리조차 이해할 수 없는 좁고 좁은 사회지만 바뀌어야 할 것들에 바뀌는 세상이 올 수 있을 거라고 믿어 그리고 그 시작에는 분명히 내가 서있던 거야 잘 가 진리야 그곳에서는 꼭 행복해야 돼,1
어린나이에 삼가고인의 명복을 빕니다,1
난 연예인들 악플에 시달리는 모든 사람들 사람에 상처받은 사람들에게 꼭 이 글을 전해주고 싶다 진심으로 일단 연예인들은 사랑을 받아 연예인인 것이고 절대 미워하고 싫어하는 사람보단 당신들을 사랑하는 사람들이 훨씬 많다는 걸 알아줬으면 좋겠습니다. 원래 겁 많은 개들이 짖는 거고. 그릇이 간장 종지 만한 것들이 꺼떡 하면 쌈질하는 거라고 어떤 곳에서 그러더군요 다 그 아픔을 알 수 없고. 얼마나 글과 시선과 사람이 사람을 아프게 하는지 체감할 순 없지만. 절대적으로 사랑받는 만큼 제발 목숨을 소중히 해주세요. 그리고 기자들이 반성하길,1
그냥 인터넷에서 글이나 말하는거 보면 진짜 생각없이 반말 찍찍하고 툭툭 내 뱉는 그런 사람들 진짜 많음~밖에 사회 생활은 그렇게 안 하면서 인터넷 세상에서 그런 사람이 진짜 많다는게 큰 문제임!!! 그런 사람들 진짜 문제 많음,1
석천이형도 힘내요. 대한민국 연예계에서 가장 힘들었을 사람 중 하난데 방송 잘 하시는거 보니 좋습니다. 힘냅시다.,1
멋진사람!!당신을 좋아하는 사람이 훨씬 많으니 힘내세요 진리는 저하늘에서 편안하길........아직도 믿기지 않음,1
기자들도 한 몫했어. 그냥 인스타그램에 있는 설리 사진 그대로 두면 되는데 노출이 됐다느니 무슨 행동을 했다는 이런 구설수 만들어서 악플러 총 출동하게 만들었잖아. 난 솔직히 나이가 많아서 그냥 어린 친구가 참 당돌하다고 귀엽다고만 느꼈지 그런 기사 볼때마다 힘내라고 응원글 남겨줄걸 무관심 했던게 미안해지네 ㅠ 진짜 우리 모두 반성해야돼,1
당사자를 만나야 앞에서 얘기하지 연예인이 만나고 싶다고 아무나 만날 수 있는 사람이냐,1
이와중에도 서로 무슨 충 무슨 충 하면서 헐뜯는 클라스 대단하다,1
석천이형아는 그래도 좋아하는 사람 많아아요 화이팅,1
sns중독자들 남 보여주기식이지 저게 슬픔을 표현하는 방법이고 애도의 표현이라니..그 슬픈 와중에 핸드폰을 꺼내서 인스타를 들어가서 감성멘트를 타이핑 하고 있는게 자신이 아끼던 사람을 잃은 직후에 하는 행동이라고??ㅋㅋㅋㅋ 말이 안나온다,1
그러게 댓글창을 없애야 된다니까. 구글봐라 댓글창 없으니 서로 댓글로 싸울일도 없고 스트레스 받을일도 없다. 구글이 괜히 세계적인 포털사이트가 된게 아니야,1
풍문으로 들어쇼에 나오는 홍석천도 그닥 좋아보이지는 않던데 연예계 인맥 카르텔로 보임. 주식 사기꾼 이희진도 자기한테 의혹제기 하는 사람들 악플러로 규정하고 고소드립쳤지. 외모 비하등의 일차원적 욕은 악플이지만 연예인의 경솔한 행동과 의혹제기를 악플이라고 하지말아라,1
한화야 뭐하니? 빨리 외인 3명다 재계약하지 않고?,1
내년에는 10 승대 토종선발투수들 나와 힘 보태주자,1
황재균선수 축하해요~~ 프12에서도 부상없이 파이팅!!!,1
지난 토욜 이태원에서 여자 길에서 졸~ 꼬시고 있던데 황재균,1
레전드 선임할까봐 불안했는데 일단 외국 감독 영입은 괜찮아 보이네.,1
삼) 우린 허... 삼.... 영.... 무슨 메이저 감독과 중딩야구 감독 같네...... 부럽다...,1
너무 좋은 프로그램,1
"방탄소년단 지민 보통의 브이로그와 차별성 있는 셀프 영상편집을 통해 2분55초에 불과하지만 다양한 장소, 배경과 의상으로 잠시도 눈을 뗄 수없게 했고 미소년같이 해맑고 행복한 너의 미소에 넘 설레고 행복했어요",1
에프엑스 멤버들도 누가 옆에서 케어해줘야할듯... 다들 잘 추스렸으면..,1
추억다람쥐 우리 방탄소년단 지민이가 매일매일 우리를 녹이고 있어~~~ 우리지민이의 사랑스러움에 녹아내린당^^ 사랑해 지민아~~,1
사랑하는 소중한 정국아~ 정국인 이 세상 보물이야. 정국이로 하여 삶이 행복해졌어. 너무 고마워,1
난 아직도 의문이다.설리가 그렇게 심한 욕과 비난 받을 행동을한것인지.,1
재앙이네,1
같은 목숨붙은 생명체로 불쌍하네요,1
다들 말조심하며 삽시다.,1
"인스타보고 사주는 애들이 돌대가리임, 지들은 싸구려 레깅스나 팔아주고 본인은 샤넬에서마느옷사고 ㅋㅋ",1
힘내세요!! 정태씨!! 꼭 완치 되실꺼예요!! 스크린에서 다시 보는 그날까지 화이팅입니다!!,1
야꿍이 아빠...ㅠ 좋아하는 배운데 갑자기 암판정으로 방송프로 다 하차하는거 보고 너무 걱정됐는데 이렇게 다시보니너무 좋네요....ㅠ,1
"배우 김정태씨, 허지웅작가님, 현재 골육종암 투병중인 배우 김영호씨 모두 건강하게 방송에서 다시 뵙길바랬는데 얼마전에 나혼자산다에 허지웅작가님 나와서 너무 반가웠고 오늘 밥은먹고다니냐에 김정태씨 나와서 너무 좋았고 조만간 김영호씨도 나오시길 기대하겠습니다~대한민국 배우이자 아빠인 당신들을 응원합니다~",1
정내미 떨어질정도 악역 잘하는 배우~ 예능엔 순진한 성격 진짜 연기 오지게 잘하십니다! 응원합니다!,1
장나라 진짜 미모 실화냐.. 뱀파이어급이네.. 미쳤다..,1
드라마가 아니라 계속 영화보는 느낌으로 봤다. 첫회는 쫘악 깔아주고 본격적으로 탑을 쌓아올리는 스타일의 드라마가 볼수록 재밌는 드라마임. 첫회에 제작비 쏟아붓고 팡팡 터지는 드라마는 뒤로 갈수록 별거 없더라. 이번주부터 VIP동백이 할거~~,1
송가인 팬으로 몽이가 송가인의 후광 효과로 음원 싹쓸이등 초대박!! 그러나 욕이란 욕은 몽이 대신 송가인이 방패막이로 먹고 있다. 계약기간 끝나는대로 다른 소속사로 옮기세요. 사장인가 대표라는 자가 글러먹었음. 소속 연예인 장래를 생각하기 보다는 자기 인맥 관리와 돈벌이에만 신경 쓰는 걸 보니 영 아니니 그런데는 오래 있어봐야 꽝이니 생각 잘하시길...;;,1
아무리 전역해서 개판치고 다닐거지만 그래도 경례 만큼은 정식으로 했었어야지 .앞날 안봐도 대충 알겠다,1
국방의 의무는 국민의 의무 중 하나이고 그걸 당당하게 마친 사람들이 저런 경례를 보고 지적할 수도 있는 거 아닌가... 지적한다고 남자들 욕하는 여자들... 같은 여자로서 좀 부끄러움... 제발 자기네 오빠 욕먹는 다고 앞뒤 안가리고 편드는 짓은 좀 유치함.. 경례는 군인에게 있어서 인사나 다름없음.,1
"이해불가,,,",1
저기간사람들 호주머니에서 나온돈으로 마약하고 도박하고 그런거 맞죠??,1
카나비 선수 보호안하는 구단이 선수 보호 위해 악플러 ㅋㅋㅋㅋ,1
정당한 팬들의 질책은 받아들이시고 도넘은 쓰레기들은 반드시 고소하시는게 맞다고 봅니다 합의는 절대 해주지 맙시다 악플러들 정신 차려애 합니다 몇백을 내봐야 압니다,1
씨맥. 당신이 옳았습니다. 탑차이와 밴픽으로 젔네. 씨맥있었으면 이겼다.,1
아니 비선실세직 하려면 칸 너구리 기인만큼이라도 하고 나대던가 ㅋㅋㅋ 소드 때문에 IG 응원하다가 마지막 경기 끝나고 쵸비가 소드 쪽 보면서 뭐라 하지도 못하고 아쉬운 표정만 짓는거 보니 불쌍하기까지 하더라 ㅎㄷㄷ 나같으면 3경기부터는 자진해서 도란보고 나가라고 햇겟다 양심이 잇냐,1
농담으로도 빛규남 소리 나오는거 개 역겨웠는데 이번경기는 진짜 사이다 원샷했다,1
"씨맥의 그리핀에 대한 애착이 잘 보이네. 그렇게 애정하던 팀이 롤드컵 우승도 바라보던 팀이 규남이와 소드땜에 롤드컵 8강따리밖에 못했고, 특히 어제 ig와의 경기는 탑이 1인분만해도 ig 3:0으로 발라버릴 수준이었는데 탑이 개같이 못해서 나머지 4명이 피해보는걸 보고있자니 진짜 피눈물났을듯.조규남은 씨맥한테 가장 큰 엿을 먹이려고 씨맥의 인생의 목표와도 같던 롤든컵 직전 짤랐고. 뭐 카나비한테 미성년자상대로 범죄저지른거며 정말 규남성원커플은 제대로 벌받아야한다고 본다. 특히 규남이는 감방 제대로 가야한다",1
소드도 소드인데 그리핀은 다전제의 포인트인 피드백을 전혀 할 마음이 없음. 1-2경기 저렇게 됐음 탑은 이미 나간거라 5밴때리고 탱커 시킨담 쵸비한테 칼을 쥐어주면서 타잔한테 힘을 실어줘야하는데 2-4경기 똑같은 방법으로 계속 몰락. 진짜 이팀은 심각해. 루키는 6개월동안 안해봤다던 미드아트 꺼내는 발상을 하는데 그리핀은 피드백 자체가 없는팀임.,1
아진짜 속이다시원하다 2부에서 처올려준 씨맥버리더니 ㅋㅋㅋㅋ 8강딱 ㄱㅇㄷ ㅋㅋㅋ 한국팀이지는데 기분 줫나 좋네 ㅋㅋ,1
솔직히 소드랑 더샤이랑 챔프 바뀌면 초반에 제이스로 케일 숨도 못쉬게 만들듯ㅋㅋㅋㅋㅋㅋㅋ 소드는 겨우cs 앞서는걸로 만족하는 수준이넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
씨맥말이맞았네 소드대신 도란키워서 롤드컵가야한다했는데 틀린말하나없었음 ㅋㅋㅋㅋㅋ 실력은없어도 정치는잘해서 롤드컵뛰고있는거지 지금씨맥이감독이였으면 도란이선발이였다,1
언제쯤 심판은 제대로할 것인가. 과오를 인정할 것인가. 사람이기에 실수하는건 아는데 너무많다. 스트존도 둘쭉날쭉이 일상이고,1
"오지환씨 이참에 FA미아돼서 은퇴하셨으면 좋겠습니다.돈버는데 지장될까봐 악플러들 고소하신다던데 악플도 있지만 9개구단 팬들과 그밖의 사람들이 이렇게 싫어하는경우는 잘없지 않습니까?이유가 있고 뭔가 잘못됐으니까 사람들이 이러는거 아니겠습니까? 참 야구보기도 싫습니다.이분때문에.아, 한분 더 때문에.",1
두산은 두번이나 당했다 한사람도아닌 한꺼번에 두세명씩 델고 가는 모습 그래도 허코치 혼자갔다면 다행,1
수석 코치가 딴 팀 간다고 코시 대충 뛰냐? 무슨 분위기 타령이냐. 게다가 올 겨울 키움의 많은 선수들이 탈 키움을 꿈꾸고 있을텐데 웬 배신자 거짓말쟁이 프레임이냐. 몇 명이나 키움 떠나나 보자. 오히려 코시에 영향 주지 않으려고 발표도 코시 끝날 때까지 미루고 허문회 본인도 떠벌이지 않았는데. 막돼먹은 기자가 지한테 미리 알려주지 않았다고 뿔따구 난 모양이구만. 미리 알려줬으면 미리 떠벌여서 분위기 망칠 건 기자였을걸?,1
그만 하라는 분들 좀 보시오. 왜 공감은 못 얻는가?? 이 사람이 정녕 10년을 자숙했는가?? 방송에만 안나왔지 관련활동은 다 하고 다녔소. 그리고 가수더러 음악하지 말라고 ? 이 사람은 군 문재 터질 때 예능활동만 주구 장창 하던 사람이었소 갑자기 음악인 만들지 말길. 가장 큰 문제는 대중의 인기가 컸던 만큼 배신감도 컸을 것인데 제대로 된 해명조차 안하고 억울하다는 소리만 했으니 욕을 얻어 먹는거요. 군부심?? 헌법?? 군대도 기피한 놈이 무슨 책임감이 있겠으며 무슨 자격으로 헌법상 국민에게 주어지는 권리를 바득바득 다 누려,1
피해자에게도 산건 발생에 상당한 책임이 있다 말이야 방구야...,1
기자야 이름 밝혀라 저런 범죄자를 그냥 놔두고 배우활동 계속하게하냐,1
얘는 완전 상습범이고 벌금형을받앗는데도 집유? 이게나라냐 연에인들은 더럽게도 구속되기힘들고마 반면 서민들은 바로구속때림 판사실화냐?,1
오토바이 운전자의 잘못 여부를 먼저 봐야함. CCTV같은 거 있는지 조사 철저히 했으면 좋겠다.나도 이전 울산 출장 갔을때 편도 2차선 도로의 2차로에 주차된 차를 피해 4거리에서 우회전하려는 순간 오른팔꿈치 손목까지 기브스한 고등학생이 2차선 오른쪽 그틈으로 파고들어 내 SUV 우측 뒷문짝 후방 뒷바퀴 휀더를 박았다. 그런데 결과는 내가 9 그놈이 1.경찰서에서 내린 판결인데 내가 외지인이다 보니 된통 덮어쓴 거였음. 경찰쇅이 내 차 박은 위치로 봤을때 그냥 9:1할 수는 없으니 우회전 차로 위반이라며 십대중과실 위반이라,1
했는데 그 갓길차를 두고 무슨 2차로에서 우회전을 안했다고 10대중과실 까지 덮어 씌웠는지 열받아 난동피우니 공무집행 방해죄까지 추가하겠냐며 협박. 손해사정사도 내편이었는데 어쩔 수 없었다.,1
와서 사과도 안 하냐는 인간들.. 막상 가면 니가 여길 왜 오냐며 멱살 잡겠지..,1
"누구의 잘잘못을 떠나 배달업체에서 일을하던 17살짜리 소년이 죽음이 너무나 마음이 아프다. 어린나이에 용돈이든 생활비든, 그까짓 돈 벌겠다고 시작한 일에 앞으로 어떤 미래가 펼쳐져 있을지 아무도 몰랐을 꽃같은 생명이 던져진것이 너무나 마음이 아프다.",1
정시가 가장 공평함. 수시로인한 부작용보다 정시로인한 부작용이 더 적음.,1
당연히 정시가 비중이 높아야지,1
"아 임기 2년반남았는데 그냥 조용히 좀 있다가 떠나시면 안되나, 매사에 손대는거 마다 폭망시키면서 교육계도 들어먹으려고 하시네.",1
여자가봐도 좀 민망한 건 사실임. 위에 긴티입으면 상관없음,1
쳐다보라구 입고다니는데 보는건 뭐가 문제임?,1
"솔직히 여자가 봐도 민망함.자기만족도,타인을 배려하면서 ,하셔요.결코,아름답지는 않아요.",1
조현천. 자살 당하기전에. 빨리. 신속하게 살려서. 잡아오랏 윤석렬.!!!,1
잊을만 하면나오는 이얼굴누가좀 데려가라 쫌군대안갔다온애들 말은 듣기가 싫다,1
저런 것을 믿을 수가 있어야지,1
특검들어가자,1
돈주고 시민단체 유지시키는 일은 없었으면 한다.,1
헐~자격부터 안되는 인물이 무슨 ~~,1
진짜 좌파들은 가짜뉴스가 패시브여,1
조씨부터 잡아들여라,1
조국 가족을 의혹만으로 압색 해놓고?이런 내로남불이 어딨냐 검찰아?배댓 꼬라지들 봐라무려 계엄령 문건인데 저딴 소리들이 나오냐?,1
사이버 모욕죄는 개정될 필요가 있다. 사실적시에 의한 명예훼손...ㅋㅋㅋㅋㅋ이게 도대체 뭔 말도 안되는 법인지 모르겠네.,1
돈많은 부모 잘만나서 호강하는거지뭐...,1
니가 열심해 해서 니 자식은 돈 많은 부모 만나게 해줄 생각은 못하니?,1
영유아 발달과 보육을 배우는 사람으로써 장담하는데 5살아이에게 머리가 좋다는 이유만으로 이렇게 한다는건 결코 아이에게 좋은것이 아니고 부모에게만 좋은것이다 우리과 교수님도 그렇게 말씀하시는데...,1
지디가 도대체 군대에서 놀다왔다는 근거가 어딨는데요? 지디 동기나 선후임들 썰이 있어요? 아니잖아요 군대 내 목격담이라곤 같은 출신 주원이 칭찬했던거랑 최근에 제대 전에 부대에서 자살예방교육 강사 활동하고 있다는 것밖에 없는데요? 같이 군생활해서 그 모습 잘 아는거 아니면 뇌피셜로 지디 그만 까세요. 당신들이 생각없이 쓰는 악플들이 누군가를 죽일 수 있는 칼이 된다는 걸 좀 인지하세요.,1
우와... 그따위로 군생활하고 꼴에 군부심은 생겼나봄ㅋ ... 보통 저렇게 군생활하면 쪽팔려서 이야기해도 피할려고할텐데ㅋ ... 역스 스웩ㅋ 예능나와서 군생활 이야기 좀해봐라ㅋ,1
확실히 빅뱅은 양심 죄책감 부끄러움 이런 감정하곤 담 쌓은 애들인 것 같다...아마 어떤 잘못을 해도 처벌받지 않는다는 자신감일지 모르지. 변호사와 돈은 항상 자신들을 지켜줄 것이고 회사와 충성스런 팬들은 그 돈을 채워주는 금고이자 자신의 든든한 방패니까.,1
천만 다행입니다 항상 안전벨트하시고 과속은 금물,1
아니 규정속도 안전운전 했는데 멀쩡히 가만있던 톨게이트 구조물을 왜박아??이건 음주 아님 졸음 둘중하나네 철저하게 조사해라,1
사설구급차로 장거리환자 이송을해봐서 그 심정 이해갑니다.저같은 경우에도 고속버스수준으로 매일같이 서울에서 지방까지 최소 200키로거리는 운행하는데요.... 장거리운전 매일하다보면 졸음이 엄청 쏟아져요ㅠㅠ 오늘 문경내려가는데 점촌톨게이트앞에서 멧돼지 15마리 튀어나와서 깜놀했네요..,1
가족들과 잘 어울려 사는법을 알드라. 부모님 선한 인성을 닮은듯,1
애기낳으면 정말힘들어요셋을키우려면살도다빠짐실컷먹고 많이자둬요,1
화이팅~~♡,1
악플 금지ㅡㅡㅡㅡ 악플 쓰는 너희가 더 무서워. 살인마들아. 제 2의 전성기를 누리려면 살빼고 피나게 가꾸세요. 직업이잖아요.,1
작은나라 인구수네 200만명은 보고싶어도 못보는팬들까지 합하면 나라를 세운다는말이 농담이 아니네.,1
악플들 방탄 개인멤버 기사엔 악플써도 워낙 댓글수가 많아서 금방 묻히니깐 여기에 쓰는거 겁나 애처롭네 ㅋㅋ,1
해외팬들 추운데 와줘서 내가 다 고맙네. 즐거운 추억 많이 만들고 가길,1
나두 내년엔 갈거야... 비티에스 투어 수고많았고 아미들도 이런저런 수고많았어요♡,1
아미인 내칭구 이진아!!! 고맙다! 내가니덕에 이번에 중콘봣다!! 내생에 방탄콘 볼수있을지 몰랏다난ㅠ고마워ㅡ계속해줘 army,1
지디는 뭘해도 간지 나......,1
아이돌은 마치 사이비종교와 비슷한듯.ㅋ 교주님이 무슨 범죄를 저질러도 신도들은 여전히 그를 숭배함 ㅋㅋㅋ이래서 아이돌사업이 돈이 된다는 말이 나온듯 ㅋ물론 팬들중에도 아주 일부긴하겠지만 정신차린분들은 탈덕했겠죠 ㅋ,1
참 피곤하게 산다,1
한게 뭐있다고 인증씩이나...,1
홍준표만한 인물 없다ᆢᆢ소신있고 강단있고 앞을보는 선경지명까지ᆢᆢ다음 대통령 꼭돼서 비뚤어지고 갈라지고 걸레쪼가리된 나라 바로세워주길ᆢ,1
계파없이 지금까지 혼자 힘으로 걸어오신 홍준표대표님 국민들의 힘으로 반드시 이나라 대통령 되셔서 자유대한민국 살맛나는 세상 만들어주세요,1
소설을 쓰세요하도 헛소리해서 아무도 안들어~~~,1
중러가 왜 난리를 치겠나? 한반도 상황이 급속히 악화될 걸 염려에 두고 하는거다. 미국이 왜 조약을 바꾸겠다고 그러냐? 북한이 핵실험하든 뭐하든 미국이 유사시라고 간주하면 한국군 움직이겠다는 고리고 곧 한반도에 전면전이다. 절대 바꾸면 안된다.,1
"국민의 한사람으로서 타다의 정당성을 잘 알며 타다를 응원하고 지지합니다. 타다, 카풀, 그랩, 우버가 도입되고 소비자들의 합리적인 선택지가 많아지길 희망합니다. 부디 타다, 카풀, 그랩, 우버, 콜밴, 택시 가 시장에서 경쟁하게되고 그로서 소비자가 이로울수있는 시스템이 정착되기를 기대합니다.",1
"지금 타다를 기소하면, 문재인이 하려는 5G, 비메모리반도체 등 인프라부문과 AI, 자율주행 등 대한민국 먹거리는 검찰이 아주 없애버리는 짓이다, 검찰은 대한민국 경제를 죽여서 무엇을 하려는 것인가, 검사 하려면 4차산업, 미래 먹거리 공부 좀 하면서 하면 안되겠냐, 이 무식한 과거지향적 조직들아, 검사들 가족들이 불쌍하다,",1
달랑 중계앱 하나 만들어.소많은 소상공인에 호객수수료 받고. 결과적론 최종소비자가격만 올려놓는 악랄한 장사치 = 이게 니들이 말하는 공유경제냐.,1
사회주의 국가에서는 개인의 자유가 제한됩니다. 문재인의 대한민국에서는 우리 인민들이 감당해야할 부분입니다.,1
그런거 말고 시립.도립 치매노인 요양병원이나 곳곳에 좀 지어주소. 치매 부모님 집에서 돌보려니 너무도 힘들고 어디 맡기려니 사립 요양병원밖에 없는데 돈이 너무 많이 들어요. 부양능력이 나밖에 없는데 한달에 백몇십만원을 어찌 감당한단 말이오.,1
여전히 아름답고 멋지세요.꽃길만 걸으시길 응원합니다,1
나이먹으면 무조건 짧은 머리에 뽀글뽀글 퍼머밖에 없다고 생각했는데...머리숱 많으면 박준금처럼 하고 다녀도 괜찮을듯,1
"공정이 시대의 화두가 됐는데, 국민이 는 부릅뜨고 공정한 판결이 나는지 지켜보고있다. 일반인이라도 판결이 이렇게?",1
나어제 알릴레오 봤는데 유시민이 사과할일 아닌데? 오히려 유시민이 그건 성희롱 발언이라고 사과해야한다고 지적하던데? 난 문재인 등신으로 생각하고 조국도 싫고 조국을 웅호하는 유시민도 답답해하는 사람이고 티비조선도보고 jtbc도 보는중립적 입장에서 유시민 잘못한건 없는 언론들은 마치 유시민이 성희롱한것처럼 제목 어그로 끌고 댓글도 거들고 참 세삼 이바닥의 선동질이 이렇게 더렇구나 깨닫고 간다,1
"노무현재단도 조사합시다,자금이 어디서 나오는지",1
본방사수 할게요.이진혁 .서장훈 케미 기대됩니다,1
씅 일본 다녀오고 많이 피곤할텐데 오늘도 힘내요!! 오늘도 이쁜거알죠?,1
그만접고 홀로그램좀,1
아이린 진짜 아무리봐도 질리지 않는 외모다...볼때마다 새롭고 볼때마다 아름답다..,1
아이린 예쁜거 말해 뭐해 하바나는 진심 치명적이네,1
아이린 하바나 백번 천번 만번 봐도 안 질려ㅠㅠㅠㅠㅠㅠ어떻게 저렇게 예쁠까ㅠㅠㅠ,1
진짜 라이엇 중간발표에 줄긋는 추한짓보니까 하태경 없었으면 그냥 넘어갈거 뻔하더라 ㅋㅋㅋ,1
건모형 나가수는 불명예졸업했는데 미우새는 명예졸업하시네 ㅋㅋ,1
건모오빠 이제 술좀 끊으세요 이제 아이도 태어날건데 건강이 먼저죠 안그래요?건강은 본인이 직접 챙겨야 합니다 빨리 이쁜 2세 보고싶네요,1
기자 꼬라지봐라 ㅉㅉ 이게 요즘 기자들 수준인가 ㅉㅉ,1
가인님 문화부장관 표창 축하합니다.,1
에휴 그럼 이미지가 좀 나아지나...,1
악플러는 고소미가 답이다...철컹철컹,1
샤샷 화이팅,1
부모가 잘못한건 부모 개인에게 할 이야기지 딸이 왜?,1
내가 어제 이유비 기사에 악플달지마라 나중에 후회하지말라고 달았었는데 악플러들 몽땅 잡아서 후회하게 해주세요 화이팅,1
무조건 적인 악플은 걸러야 합니다. 절대 용서해 주지 마세요,1
악플도 나쁘고 고소도 나쁘다. 대한민국은 명예훼손죄 부터 없애야 한다. 전세계에서 유례가 없는 악법.,1
잘했어요. 이유비기사 댓글마다 아버지관련 악플 거슬렸는데,1
참교육 가자!,1
견미리딸 끄덕끄덕,1
화이팅! 시를 잊은 그대에게 강추♡ 힘이 되어주는 드라마,1
"얜 또 누구냐,,,",1
켁 악플? 주식도 악플인가?,1
무죄 판결 나왓는데 허위사실 유포하니 악플이지 ㅉㅉ,1
기자들 인스타그램 사진 좀 제발 그만 기사화 하세요,1
트와이스 애들은 참 착하고 끈끈해,1
할아버지 시리즈 취지는 좋은데 재미가 너무없어. 다큐가되어버린. 취지는 좋으니 반대는 안하겠음,1
여자가 너무 아깝다 13살차이라니,1
여자분 아직 늦지않았어요 지금이야 ㅠ 본인을 위해서도 있지만 이때껏 공부시키고 키운 가족 그리고 전국민한테도 이런케이스 보여주는것 너무 안좋아요.,1
미모도 미모지만 능력도 출중하시당..행복하게 사세요!,1
"와~이렇게 이뻐도 되는 거야., 건모씨, 대박이다~늦은만큼 더 멋지게 사세요.",1
나랑 비슷한나이인데.. 나같으면 지금 솔로된 송중기나 아니면 나이는 좀있지만 공유 같은애들하고 결혼할텐데...쩝,1
두분 행복하세요~♡♡♡,1
"이선미여사님과 이미지가살짝 비슷해보이는데,사진이 .ㅎㅎ",1
역시 남자는 돈만 많으면 남자취급 받는다.진리,1
범죄자들이 법을 만드니 법 꼬라지가 웃음만 나오는 수준.....,1
사진 보니 왠지 여자 얼굴에서 건모가 보여 어머나 어머나다나만 그런가 소름,1
뭐가 아쉬워서,1
어머나 어머나 왠지 닮었다 어머나,1
"손주같은 애는 낳아야되는데, 건모가 늙어 안되면 안되는데. 건모 닮은 까만 2세 기대됩니다!",1
모야 20살 차이라고 하더니 13살밖에 안나네 축하드려요,1
예쁘다,1
미우새에선 꼭 결혼 못하는척하면서 결국 이런 여성분과... 역시 연예인 걱정은 사치였어 .. ㅜ,1
정말 인연이란 생각이드네요. 가족 모두 봉사활동 열심히 하실듯해요,1
나이차는 적당하네...시대가 어쩔 수 없다...저 정도는 기본이 될 수 밖에...우리의 미래인 일본은 10살 이상 차이가 절반이 넘는다더라...젊은 남자들이 경제력이 없어서,1
김건모 호적은 68이라도 67양띠다,1
23살에 군대있었을때 사탕빨면서 길거리지나가던 초등학교2학년이랑 결혼하는거네? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭐 거의 ㅋㅋㅋ,1
목사님 사위,1
나이는 숫자일뿐입니다두분 행복하실거 같아요,1
나이 차이는 중요하지 않아요 서로에 대한 존중과 신뢰가 중요해요 늦게 만난 만큼 고마운 선물같은 사랑하시길 바래요 ㅎㅎ,1
난 첨에 여자가 집안도좋고 아쉬울거없는데왜 굳이 10살넘게 차이 나는 남자랑 결혼하지?했는데사실 81년생이면 어릴적 김건모 우상삼고 열광했을나이긴하다,1
친오빠랑 닮았네요~,1
난왜 여자분이 아깝지?,1
김건모 중학교 입학할때 태어났네...,1
미나 17살 함소원 18살차이 여기서 ㅂㄷ거리는 여자들 모다?,1
13살 차이면 적지도 않지만 욕먹을 정도의 나이 차이도 아니네. 사랑해서 결혼한거 같고 장인도 축하해주고 감사하다고 하는데 악플 말고 축하해 줍시다~,1
건모형^^축하해요~좋은명곡으로 다시 컴백하셔야죠~~기달,1
건물주라 좋았다,1
신부 아버님 장욱조씨 노래가 좋은 노래가 많네요 실력있는 작곡가네요 김건모씨 앞으로 더욱 행복하고 사랑하며 잘 사세요 하나님께 감사하구요~,1
선미 여사님이랑 닮은듯,1
