comment,labeling
그래도 얘는 군대라도 다녀왔지 ㅅㅂ 군대안가고 이빨 쳐 뺀 원숭이새끼는 군대도 안가고 노래만 쳐 내는데 얘라고 못낼까?,0
천만 다행입니다 항상 안전벨트하시고 과속은 금물,1
아니 규정속도 안전운전 했는데 멀쩡히 가만있던 톨게이트 구조물을 왜박아??이건 음주 아님 졸음 둘중하나네 철저하게 조사해라,1
사설구급차로 장거리환자 이송을해봐서 그 심정 이해갑니다.저같은 경우에도 고속버스수준으로 매일같이 서울에서 지방까지 최소 100키로거리는 운행하는데요.... 장거리운전 매일하다보면 졸음이 엄청 쏟아져요ㅠㅠ 오늘 문경내려가는데 점촌톨게이트앞에서 멧돼지 15마리 튀어나와서 깜놀했네요..,1
가족들과 잘 어울려 사는법을 알드라. 부모님 선한 인성을 닮은듯,1
"담배꽁초는 바다로 흘러드는 미세플라스틱 [오염원] 중[가장 높은 비율]을 차지한다. 꽁초를 분해해 퇴비로 바꾸는 업체와 계약해 퇴비 제작까지 하는 이유다 싫어요 누르는 병ㅅ = 무뇌아, 에비 에미 칼로 쑤셔가 육회 떠먹고 뼈로 사골 끓여먹고 고증조 할매 할배 장기 기름에 튀겨가 먹고 똥오줌 싸가 그 똥오줌 온 몸에 바르고 육갑 댄스 추다가 국회에 들어가가 전 미ㅊ 식인 패륜아에요 저를 노예개ㅅㄲ로 취업시켜주세요 라고 애걸복걸하다 자한당한테 강간 당하면서 '다메 이따이데스' 이래 개발광하다가 갑똥정액존물 쏟으며 뒤질 인격저능애자새ㄲㅋ",0
ㅗ,0
마시케타,0
애기낳으면 정말힘들어요셋을키우려면살도다빠짐실컷먹고 많이자둬요,1
어른들이 여자 잘못만나면 인생조진다는데이해가 안갔다. 요즘 시대에 고리타분한 얘기라고...실사 교육 ㅆㅅㅌㅊ..,0
화이팅~~♡,1
악플 금지ㅡㅡㅡㅡ 악플 쓰는 너희가 더 무서워. 살인마들아. 제 1의 전성기를 누리려면 살빼고 피나게 가꾸세요. 직업이잖아요.,1
작은나라 인구수네 100만명은 보고싶어도 못보는팬들까지 합하면 나라를 세운다는말이 농담이 아니네.,1
악플들 방탄 개인멤버 기사엔 악플써도 워낙 댓글수가 많아서 금방 묻히니깐 여기에 쓰는거 겁나 애처롭네 ㅋㅋ,1
해외팬들 추운데 와줘서 내가 다 고맙네. 즐거운 추억 많이 만들고 가길,1
나두 내년엔 갈거야... 비티에스 투어 수고많았고 아미들도 이런저런 수고많았어요♡,1
전에 지하철에서 방탄 콘서트한다고 아미들 떼거지로 몰려가는거 봤는데 하나같이 존나 못생기고 뚱뚱하고 안경끼고 안씻은거같은 ㅎㅌㅊ년들이었음 ㅋㅋ,0
정신 나간 뇬들이 득실득실 하겠군,0
아미인 내칭구 이진아!!! 고맙다! 내가니덕에 이번에 중콘봣다!! 내생에 방탄콘 볼수있을지 몰랏다난ㅠ고마워ㅡ계속해줘 army,1
내인생 천칙은 남자에미친여자만나지말구 또 레즈 만나지말자 여자들이 성전환수술반대하는게 지네들 경쟁상대 생겨가지고 반대하는거임 종교적인이유가 어딨어 지가 좋다는데 만나는거지 ㅡㅡㅡㅡㅡ아 갑자기 기분나뻐질려고그러네 ㅡㅡ여자들아 남자밝히지마라 내가 남자였음 여자한테 발로찼다 나 여자 싫어해 나 여잔데 자꾸 오빠 오빠 생각할수록 기분더럽네 ㅡㅡ,0
지디는 뭘해도 간지 나......,1
ㅈㄹ도 병이다겁내 시끄럽게 갔다와서 온 갖 똥폼...에휴 우울증도 있어보인다,0
아이돌은 마치 사이비종교와 비슷한듯.ㅋ 교주님이 무슨 범죄를 저질러도 신도들은 여전히 그를 숭배함 ㅋㅋㅋ이래서 아이돌사업이 돈이 된다는 말이 나온듯 ㅋ물론 팬들중에도 아주 일부긴하겠지만 정신차린분들은 탈덕했겠죠 ㅋ,1
참 피곤하게 산다,1
한게 뭐있다고 인증씩이나...,1
겨우 이걸로 날짜시간까지 예고했냐? 이양반 관종이네,0
생긴거만 봐도 쪽발이다.그리고 넌 조국보다 더나쁜 놈이다,0
유촉새야 ! 니말대로 조국씨 키 정말 나쁜뇸이다 . 그래서 깜빵가야된다,0
홍준표만한 인물 없다ᆢᆢ소신있고 강단있고 앞을보는 선경지명까지ᆢᆢ다음 대통령 꼭돼서 비뚤어지고 갈라지고 걸레쪼가리된 나라 바로세워주길ᆢ,1
한국당 황교안 이넘은 빤스목사 때극기 모독단에 나가는걸 보니 빤스당으로 가고 홍준표가 한국당 맡으라,0
준표야! 꿈을깨라! 니들 개집단들 한광훈같은 개소리하는 광신도집단들한테 표를 구걸하러 다니는데 국민보기에 낮짝부끄럽지 않니?,0
계파없이 지금까지 혼자 힘으로 걸어오신 홍준표대표님 국민들의 힘으로 반드시 이나라 대통령 되셔서 자유대한민국 살맛나는 세상 만들어주세요,1
소설을 쓰세요하도 헛소리해서 아무도 안들어~~~,1
미친,0
촉새!!! 이바구 닥치고 살라니!!!!!!!,0
중러가 왜 난리를 치겠나? 한반도 상황이 급속히 악화될 걸 염려에 두고 하는거다. 미국이 왜 조약을 바꾸겠다고 그러냐? 북한이 핵실험하든 뭐하든 미국이 유사시라고 간주하면 한국군 움직이겠다는 고리고 곧 한반도에 전면전이다. 절대 바꾸면 안된다.,1
"국민의 한사람으로서 타다의 정당성을 잘 알며 타다를 응원하고 지지합니다. 타다, 카풀, 그랩, 우버가 도입되고 소비자들의 합리적인 선택지가 많아지길 희망합니다. 부디 타다, 카풀, 그랩, 우버, 콜밴, 택시 가 시장에서 경쟁하게되고 그로서 소비자가 이로울수있는 시스템이 정착되기를 기대합니다.",1
"지금 타다를 기소하면, 문재인이 하려는 5G, 비메모리반도체 등 인프라부문과 AI, 자율주행 등 대한민국 먹거리는 검찰이 아주 없애버리는 짓이다, 검찰은 대한민국 경제를 죽여서 무엇을 하려는 것인가, 검사 하려면 4차산업, 미래 먹거리 공부 좀 하면서 하면 안되겠냐, 이 무식한 과거지향적 조직들아, 검사들 가족들이 불쌍하다,",1
달랑 중계앱 하나 만들어.소많은 소상공인에 호객수수료 받고. 결과적론 최종소비자가격만 올려놓는 악랄한 장사치 = 이게 니들이 말하는 공유경제냐.,1
대표가 유명한 좌빨,0
택시기사분 분신자살까지 했는데 문가시OOO 타다적폐노무시키,0
사회주의 국가에서는 개인의 자유가 제한됩니다. 문재인의 대한민국에서는 우리 인민들이 감당해야할 부분입니다.,1
[속보] 문재앙 ㅇH미 지옥불에 떨어져 영원히 불타는 뼛가루 되어 온동네 잔치를 벌이며 환호소리가 전국을 뒤덮어~♡,0
아들래미 깜빵간거 안보고 가신것만으로도 호상이네요,0
저 빨갱이가 대통령 되서 국가말아먹어 돌아가신 어머니가 수백명은 될거다. 시체팔이 적당히하고 보내드려라.,0
느그 엄마 장례식 방명록에 ‘고맙다’ 라고 적을 인간은 없을거다. 엄마잃은 문재앙 니새끼에게 실실 쪼개며 쿡쿡 찌를 인간도 없겠지. 망연자실한 너한테 짜장면 한그릇 하고싶은 소망 없냐고 물을 사이코패스도 없을거다. 느금마 명복을 빈다. 거기서 3년상 치르고 서울은 오지마라.,0
돼지 새. 끼들.....,0
문죄인 씹 새끼 네 놈은 북칸의 행태를 어떻게 보냐?,0
돈주고 빰맞고 이거싱 좌빨,0
그런거 말고 시립.도립 치매노인 요양병원이나 곳곳에 좀 지어주소. 치매 부모님 집에서 돌보려니 너무도 힘들고 어디 맡기려니 사립 요양병원밖에 없는데 돈이 너무 많이 들어요. 부양능력이 나밖에 없는데 한달에 백몇십만원을 어찌 감당한단 말이오.,1
싸고도 남지 10연발도 가능,0
여전히 아름답고 멋지세요.꽃길만 걸으시길 응원합니다,1
나이먹으면 무조건 짧은 머리에 뽀글뽀글 퍼머밖에 없다고 생각했는데...머리숱 많으면 박준금처럼 하고 다녀도 괜찮을듯,1
이시간에도 방구석에서 치킨 뜯는 메퇘지들은 또 질투하겠네ㅋ,0
"무죄면 모를까, 유죄인정인데 고위공직자와 작당한 죄가 겨우 1년이냐? 18. 내가 1년 살테니, 우리애들도 거기 취업 안될까?",0
"공정이 시대의 화두가 됐는데, 국민이 는 부릅뜨고 공정한 판결이 나는지 지켜보고있다. 일반인이라도 판결이 이렇게?",1
나어제 알릴레오 봤는데 유시민이 사과할일 아닌데? 오히려 유시민이 그건 성희롱 발언이라고 사과해야한다고 지적하던데? 난 문재인 등신으로 생각하고 조국도 싫고 조국을 웅호하는 유시민도 답답해하는 사람이고 티비조선도보고 jtbc도 보는중립적 입장에서 유시민 잘못한건 없는 언론들은 마치 유시민이 성희롱한것처럼 제목 어그로 끌고 댓글도 거들고 참 세삼 이바닥의 선동질이 이렇게 더렇구나 깨닫고 간다,1
"노무현재단도 조사합시다,자금이 어디서 나오는지",1
그놈의 좌파 민주당이 나라 말아먹고 북한에 나라바쳐 적화통일된다는 개소리는 10년전 dj때부터 짖어대던데.. 왜 아직 자유민주주의국가냐?? 나라는 언제망하냐??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 피융ㅅ들,0
본방사수 할게요.이진혁 .서장훈 케미 기대됩니다,1
씅 일본 다녀오고 많이 피곤할텐데 오늘도 힘내요!! 오늘도 이쁜거알죠?,1
그만접고 홀로그램좀,1
ㅁㅊ 민규가 할때는 얼빡으로 샷잡더니 아이린이 할때 왜 몸에서 카메라 멈추냐 카캄 ㅈㄴ 더러워,0
아이린 진짜 아무리봐도 질리지 않는 외모다...볼때마다 새롭고 볼때마다 아름답다..,1
아이린 예쁜거 말해 뭐해 하바나는 진심 치명적이네,1
아이린 하바나 백번 천번 만번 봐도 안 질려ㅠㅠㅠㅠㅠㅠ어떻게 저렇게 예쁠까ㅠㅠㅠ,1
개돼지 인증한셈이네.. 욕은욕대로 하지만 음원은 나날이 고공행진.. 하 쪽팔리다,0
진짜 라이엇 중간발표에 줄긋는 추한짓보니까 하태경 없었으면 그냥 넘어갈거 뻔하더라 ㅋㅋㅋ,1
13살차이네~ 아빠뻘이라고 악플달던 쿵쾅이 개돼지녀ㄴ들~ 갈아서 퇴비로 써야 함,0
건모형 나가수는 불명예졸업했는데 미우새는 명예졸업하시네 ㅋㅋ,1
와~~아무리 돈이 좋아도 저런넘이랑 어케 사냐?,0
건모오빠 이제 술좀 끊으세요 이제 아이도 태어날건데 건강이 먼저죠 안그래요?건강은 본인이 직접 챙겨야 합니다 빨리 이쁜 1세 보고싶네요,1
기자 꼬라지봐라 ㅉㅉ 이게 요즘 기자들 수준인가 ㅉㅉ,1
발치몽 피쳐링참여 꺼져라 개념없는 년,0
가인님 문화부장관 표창 축하합니다.,1
예수회 악마새끼들 ^^,0
에휴 그럼 이미지가 좀 나아지나...,1
악플러는 고소미가 답이다...철컹철컹,1
샤샷 화이팅,1
부모가 잘못한건 부모 개인에게 할 이야기지 딸이 왜?,1
내가 어제 이유비 기사에 악플달지마라 나중에 후회하지말라고 달았었는데 악플러들 몽땅 잡아서 후회하게 해주세요 화이팅,1
무조건 적인 악플은 걸러야 합니다. 절대 용서해 주지 마세요,1
못생긴 여자한텐 그렇다쳐도 이쁜 여자한텐 악플달지 맙시다,0
이유비한테 악플을 왜달지?? 부모도 훌륭하시고 이유비 자체도 올바른 배우의 길을 걷는데. 얼평몸평은 아니지만 이유비 반만 닮아봐라. 이 악플러 새기들아!,0
악플도 나쁘고 고소도 나쁘다. 대한민국은 명예훼손죄 부터 없애야 한다. 전세계에서 유례가 없는 악법.,1
잘했어요. 이유비기사 댓글마다 아버지관련 악플 거슬렸는데,1
다 고소해서 콩밥 쳐먹였으면,0
참교육 가자!,1
질투심과 열등감에 빠져사는 그쪽 성별 쿵쾅이들 참교육가즈아,0
악플다는애들은 팩트가 중요한게 아니라 걍 까고싶어서 꼬투리 잡는거여 정실질환이다,0
견미리딸 끄덕끄덕,1
화이팅! 시를 잊은 그대에게 강추♡ 힘이 되어주는 드라마,1
"얜 또 누구냐,,,",1
켁 악플? 주식도 악플인가?,1
무죄 판결 나왓는데 허위사실 유포하니 악플이지 ㅉㅉ,1
기자들 인스타그램 사진 좀 제발 그만 기사화 하세요,1
트와이스 애들은 참 착하고 끈끈해,1
할아버지 시리즈 취지는 좋은데 재미가 너무없어. 다큐가되어버린. 취지는 좋으니 반대는 안하겠음,1
여자가 너무 아깝다 13살차이라니,1
"81년생 쿵쾅 상.꼴.폐.미들아.. 저 여자가 니들보다 얼굴 , 몸매가 딸리겠냐, 머리가 딸리겠냐, 능력, 집안, 학벌이 딸리겠냐.. 그런 여자가 판단해서 결혼하는데.. 열등감 부들거리면서 누가 아깝니 키보드 두들겨대면, 기분이라도 좀 나아지냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 나가서 운동이라도 해 ㅋㅋㅋ",0
여자분 아직 늦지않았어요 지금이야 ㅠ 본인을 위해서도 있지만 이때껏 공부시키고 키운 가족 그리고 전국민한테도 이런케이스 보여주는것 너무 안좋아요.,1
미모도 미모지만 능력도 출중하시당..행복하게 사세요!,1
"와~이렇게 이뻐도 되는 거야., 건모씨, 대박이다~늦은만큼 더 멋지게 사세요.",1
나랑 비슷한나이인데.. 나같으면 지금 솔로된 송중기나 아니면 나이는 좀있지만 공유 같은애들하고 결혼할텐데...쩝,1
찌질년들 건모형 행동보고 저러니 장가 못가지..이러다 이정도 여자 만나서 가니까 부들부들 거리네..ㅋㅋ주제 파악들 하자..,0
두분 행복하세요~♡♡♡,1
"이선미여사님과 이미지가살짝 비슷해보이는데,사진이 .ㅎㅎ",1
역시 남자는 돈만 많으면 남자취급 받는다.진리,1
"문제를 또 의사로 몰아가는 이 나라는 진짜 답이 없네 , 애초 거짓으로 수술 강행한 딸년 애미부터 사기꾼이고 의사랑 사이 좋지 않았다고 모든 다른 간호사들이 하나같이 진술한 그 간호조무사 한명 말 듣고 목숨 살리는 의사를 무조건 다 죽이고 매도하는 국민정서는
진짜 이해할 수가 없다",0
의사들도 그냥 낙태 해주지 마라. 싸지른 새끼들 책임이지 왜 의사까지 피해를 보나...,0
죽여야함,0
그런새끼들 먹이고 입히고 재우는거 다 세금.,0
동의합니다 10년도 짧아요 저런 놈 밑에서 태어난 것도 억울한데 지금부터라도 얘들이 즐겁게 살아야죠 저런 시키는 사형 부활해야합니다,0
"이런 ㅂ..신들이 있는 한 나라가 이렇게 개판임. 지금 아들 딸 찾을 때냐? 하여튼 ㄱ ㅐ 뇌병,신들이 허구언날 뭐만 나오면 남여나눠서 징징거려.시,,ㅂ 색히들 사회분위기 개 ㅈ같이 만드는 쓰레기 분자색히들",0
보빨놈은 물러가라.개 새끼야,0
"한심한 막장 프로불편러 네놈이나 꺼져라.
너같은 놈 차단할 수 있다면 차단박고 싶네.
여기서 남녀를 가릴때냐? 미자 성폭행 자체가 문제지",0
/ 사실을 이야기 하니까 양심이 찔리냐.? 미친 년이 개 지랄이네..,0
"뭐가 사실이야ㅡㅡ
한심한 또라이 놈이:)
정신병원에 좀 가봐라.
인생 그렇게 사는거 참 한심...",0
블로그가보면 가관이네 틀딱이 ㅋㅋㅋㅋ 틀니 영구 압수 땅땅,0
사람새11끼냐 ?? 눈을의심했다,0
인륜을 모르는 것들은 짐승으로 간주하여 도축해야 마땅,0
진짜 미친새끼들많네 지 딸이 여자로 보이나 저런새기가 개과천선의 여지가 있나? 불알을 짤라버려서 성욕이 안생기게 하는 방법 밖에 없다고 생각한다,0
범죄자들이 법을 만드니 법 꼬라지가 웃음만 나오는 수준.....,1
와...아무리 성욕이 일어나도;; 자식인데..;; 친딸인데;; 그것도 7살;;; ...옥살이 평생했으면 좋겠다;; 성범죄 이르키는 새끼들 다 죽어야해;; 망상과 현실 구분못하거나 그저 자제심 부족한애들...왜 사는지;;,0
징역은 무슨 사지를 찟어발겨 죽여도 시원찬음,0
정신나간....,0
아동관련 성범죄는 진짜 한번 맛들리면 계속 한다고한다.ㅅㅂ 보는 색 기 만든 색기 진짜 그냥 좀 죽여라,0
쓰레기 YG,0
양 전 대표와 승리가 불법적인 방법으로 자금을 마련한 정황은 포착하지 못했다며가 아니고 안하거지 븅들아,0
어차피 무혐의ㅋ얼마나 윗대가리들 쳐바른게많음 모든게 무혐의야ㅋㅋ,0
돈다뺏고 불우이웃 기금 으로 사용하고 두놈다 사회봉사 시켜라. 땃땅땅. 국민의 목소리다,0
외쿡에서 도박하는게 큰죄라는게 좀 웃긴다. 솔까 더 큰죄진넘들은 떵떵거리니,0
돈이 있어서 좋은거 마이 쳐먹은께 힘이 남아도는 모양이네,0
양아치 ㅅㄲ들,0
팩트는 본인들 돈으로 도박 환치기 햇다 ㅋㅋㅋ머가문제~???????? 벌금형이 끝인거고 얼마전 4국에 국세청에서 죽음의조100명 추징금조사에서도 타기획사보다 ㅈㄴ 깨끗하게나온걸로 밝혀진거고 성접대는 하지도않았는데 기사가 ㅈㄴ게 접대한것처럼꾸며진거고 ~ ㅈㄴ게 조사했는데도 무협의나왔다고 기사나오는데 여기있는댓글 부정한 놈들은 머임???? ㅋㅋㅋㅋ 어떻하라는겨?ㅋㅋㅋㅋ,0
라스베가스 못가니? ㅅ8 세계 어느 나라에서 도박으로 처벌하니? 나라가 국민을 개돼지로 보니 도박도 통제못하는 OOO으로 보는거다 이 개돼지새기들아. 강원랜드에서 가산 탕진하고 자살하는건 또 뭐라안해요 도박장운영하는 국가에서ㅋ,0
승리는 왜? 자꾸 불구속 조사만 받냐구 자한당아 이 ㅅ ㅂ 놈들아,0
얘네 둘 안 죽냐...? ㅋㅋㅋㅋㅋ 하긴 이런ㅅㄲ들이 바퀴벌레같이 ㅈㄴ 오래살듯 부럽다 씁할람들아,0
사진 보니 왠지 여자 얼굴에서 건모가 보여 어머나 어머나다나만 그런가 소름,1
뭐가 아쉬워서,1
어머나 어머나 왠지 닮었다 어머나,1
난 또 한 10살 차이나는줄? 여자도 39이면 상폐구만,0
"손주같은 애는 낳아야되는데, 건모가 늙어 안되면 안되는데. 건모 닮은 까만 1세 기대됩니다!",1
모야 10살 차이라고 하더니 13살밖에 안나네 축하드려요,1
예쁘다,1
헐 악플 달고 싶은 건 아닌데요 상식적으로 저런 여자가 왜 14살 차이나는 김건모랑? 싶네요,0
뭐..미성년자만 아니면되.요즘 다 늙은 아저씨들 미성년자한테까지 관심있어서 문제야,0
미우새에선 꼭 결혼 못하는척하면서 결국 이런 여성분과... 역시 연예인 걱정은 사치였어 .. ㅜ,1
정말 인연이란 생각이드네요. 가족 모두 봉사활동 열심히 하실듯해요,1
나이차는 적당하네...시대가 어쩔 수 없다...저 정도는 기본이 될 수 밖에...우리의 미래인 일본은 10살 이상 차이가 절반이 넘는다더라...젊은 남자들이 경제력이 없어서,1
김건모 호적은 68이라도 67양띠다,1
13살에 군대있었을때 사탕빨면서 길거리지나가던 초등학교1학년이랑 결혼하는거네? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭐 거의 ㅋㅋㅋ,1
목사님 사위,1
나이는 숫자일뿐입니다두분 행복하실거 같아요,1
나이 차이는 중요하지 않아요 서로에 대한 존중과 신뢰가 중요해요 늦게 만난 만큼 고마운 선물같은 사랑하시길 바래요 ㅎㅎ,1
난 첨에 여자가 집안도좋고 아쉬울거없는데왜 굳이 10살넘게 차이 나는 남자랑 결혼하지?했는데사실 81년생이면 어릴적 김건모 우상삼고 열광했을나이긴하다,1
친오빠랑 닮았네요~,1
난왜 여자분이 아깝지?,1
김건모 중학교 입학할때 태어났네...,1
미나 17살 함소원 18살차이 여기서 ㅂㄷ거리는 여자들 모다?,1
13살 차이면 적지도 않지만 욕먹을 정도의 나이 차이도 아니네. 사랑해서 결혼한거 같고 장인도 축하해주고 감사하다고 하는데 악플 말고 축하해 줍시다~,1
건모형^^축하해요~좋은명곡으로 다시 컴백하셔야죠~~기달,1
건물주라 좋았다,1
신부 아버님 장욱조씨 노래가 좋은 노래가 많네요 실력있는 작곡가네요 김건모씨 앞으로 더욱 행복하고 사랑하며 잘 사세요 하나님께 감사하구요~,1
선미 여사님이랑 닮은듯,1
여자도 그리 젊은나이는 아니네. ............. 결혼 축하해요~~,1
단아하고 예쁜듯~,1
그래도 신부 10대 아닌거 보니까 건모형이 많이 마음썼다.,1
적나라하게딱올려주시네 ㅋ 추카드려요,1
그다지 젊은 나이도 아니네,1
김건모엄마와 이미지비슷하다.. ㄷㄷ,1
아루 아침에 건모선배에서 건모처남...!!,1
나이차 너무 해요,1
건모씨 결혼 축하드립니다,1
여자도 남 부러울것 없는 조건이구만 도대체 왜?갈거면 좋은 남자 만나려고 공부했냐는 소리 듣게 좋은 남자 만나지 왜 김건모 같은 남자를?이건 여자 엘리트들단체로 엿먹이는 짓이지 ㅠㅠ,0
상렬이형도 빨리가자,1
드디어 짝 만나신거 축하요,1
오지라퍼들 개많네 니들이 왜 저사람들을 걱정하고 저사람 애를 걱정해 ㅋㅋ 니들인생이나 걱정해라 왠 오지랖,1
김건모가 돈 말고는 솔직히 음,0
재능이 있고 착하고 예의바르고 ㅋㅋ,1
건모형 56세 아닌가? 남자 나이는 줄이는 여자는 늘리냐ㅋㅋㅋ,1
아깝다 여자가,0
에~라cㅍ~,0
31살차이 같아보임ㅋ,1
여자분이 나이보다 동안이라 나이차가 더 나 보이긴하네...,1
단아하고 참 이쁘네..행복하게 살기를~ ^^ 김건모 좋겠다 ㅎ,1
의외로 나이 차이 적네,1
여자쪽 신상 너무 뿌려져서 부담시럽겠네 ㅋ 건모형 축하해요,1
엄청 미인인것 같네.. 사진을 저렇게 옆으로 늘려놔도 이쁘네..,1
격하게 축하합니다!!~~~~^^,1
건모형 눈이 높아서 안 갔던 거였구나 축하해,1
김건모씨~~ 결혼 축하해요~~ 재미있게 행복하게 사세요~~^^,1
나도 30대후반인데 진심 50대는 진짜 심했다... 친구 남친 남편들다30대인데... 와...,1
둘이 결혼하겠다는데 니들이 더 난리 ㅋㅋㅋ,1
여자나이 마흔도 결코 적은나이는 아닌데...임신출산하기에도 고위험이고..나이때문에 김건모씨가 너무 혜택본다하거나 욕먹는듯하네요,1
이쁘시다 부디 행복하시길,1
김건모 장지연 계탔고 장지연이아까움 최필립 미나 둘이 너무 잘어울림 메갈들의 이중성,0
마흔이면 폐경와서 애는 못낳죠??,1
피아노 치는 취미 특기 대화 이런거 통하면나이들어서 평생 반려자로는괜찮지 않나 싶다..생활습관 이런걸로 살면서 부딪히긴 하는데서로 배려하면서 양보하면서 고집 부리지 말고고쳐나가던 각자 생활에 맞춰각방을 써도 되고..내가 그렇게 결혼 했는데 노총각 생활습관 땜에 좀 힘들긴 해도서로 나이가 있어서 그런지시간이 지나니 독립적으로 사는것도 나쁘지 않은듯,1
솔까 여자측 능력이나 외모정도면 39여도 30초 남자 까지는잡을수있음 몸좋고 얼굴 잘생긴놈으로다가 근데 51의 김건모라.. 이건 돈밖에생각이안난다,1
솔직히 저 여자분 정도면 30초 남자도 만나죠. 전 그냥 취향 특이하다고 생각할래요.,1
친정집도 부자일걸요 ㅎ,1
김건모돈보고결혼하나51서면곧죽을커고상속받아절은거하고걸혼하러고,1
건모형 아니였음 쉰김치로 썩었을뻔했네,0
둘다 윈윈한거지 남자나 여자나 하고싶은거다해보고 결혼적령기 늦게라도 가는건데 거기에 김건모 능력까지되니 윈윈이지,1
김건모가 한때 유명한 가수였던건 사실이지만 나이차이가 심하네..술중독 수준이던데 뭐가 그리 좋았을까나,1
츅하합니다,1
"아이 초등학교 들어가면 아빠는 60대, 아이 10살때 아빠는 80대. 감당이 되나요. 아이 생각은 없는건가",1
응 아이 초등학교 3학년이면 엄마도 50대야~~ 아이 스물이면 여자도 환갑이고...,1
늦은결혼이긴하지만 앞으론 저정도 나이의 결혼도 많아질듯!좋은 선례가 되길바라고..어린여자 찾지않고 서로의 감정에 충실한 두사람의 사랑이 참 보기좋네요,1
"전혀 많아지지 않는다. 성평등시대에 저런 삼촌, 아빠뻘 결혼 줄어들거다. 괜한 망상하지 마라. 대부분 여자들은 너같은 나이 많은 남자 싫어해",0
나 결혼한 아줌마거든요? 세상을 그렇게 삐뚤게만보지마. 보는데로 사는거야. 그런편협한 시선으로 사니 안됐네,1
아줌마ㅋㅋ 아줌마 정신차리세요ㅋㅋ 편협한 시선은 당신이 가지고 있네. 여성인권 뒤로하는 소리하네ㅋ,0
고우시다,1
일반인 얼굴이 왜 연예인 기사에 올라오는거죠? 이건 몰라도 되는거 아닌가요 신상을 왜 공개해요?,1
김건모가 돈만 많은건 아니지 재능에서 오는 매력이 커서 아저씨뻘 김건모 데려오면 난 허락할 듯한데 유머있고 진정성 있고 돈도 있고 더 큰건 재능,1
왜 남의 부인 신상 털고 다니냐 줜나 할일없네,0
엄지척~^^ 두분 예쁜 ♡하세요.,1
곧 슈퍼맨이돌아왔다에 나오겠네요 ㅋㅋㅋㅋ,1
대단하네...아무리 돈이 많아도 50대 아저씨랑은..,1
타인의 스스로 행복한 결정을 나이나 다른 무엇으로 평가를 하는건 아닌듯 합니다.그들만의 공감대가 있으니 인연이 필연으로 이어지는가 싶군요.현대 사회에서는 나이는 숫자에 불가한 듯 합니다.우린 그냥 행복하세요~! 하면 될꺼 같습니다.,1
50대 나름이예요..유머있고 동안인 50은 능력없고 매력없는 30대보다 훨~ 나을걸요 ^^,1
일반인에 대한 상세한 기사..? 기사 범위를 벗어난 것 아닌가요?,1
어린여자 타령하길래 10대랑 할줄 알았더니 생각보단 차이 덜나네...ㅋㅋㅋ 축하드려요,1
아니 일반인을 이렇게 올려버리면 어쩜??? 저 분 생각은안해주나? 기레기ㄴ아,0
"13살 차이라도 10대, 30대는 그러려니 하는데. 30대 50대는 좀 아니다. 특히 여자나이가 39세면 보통 많아야 1살 연상 남자를 만나거나 대부분 연하남 만나는데. 대부분 여자들 50대 남자 소개시켜 준다하면 불같이 화낸다. 암튼 여자분 큰 결정하셨네. 후회하지 마시고 이왕 결혼결심하신거 잘 살길 바랍니다.",1
그나마 다행이다. 91년생이 아니라서,1
신기하네 김건모 엄마닮았다 . 여사님닮음,1
정상은 아니구만,1
난 비위약해서 늙은 쌍폐남은 옆에만 있어도 역겹던데 51세 ㅋㅋㅋㅋㅋㅋ 쌍폐남을 넘어 할배네 ㅋㅋㅋ 틀니 쉰내 오질듯,0
김건모 = 백종원,1
건모 형님 저도 13살 연하의 여자애를 마음에 두고 있습니다. 형님을 본받아 저도 그녀와 꼭 좋은 결실을 맺겠습니다^^,1
백종원 아재랑 소유진도 딱 저정도 차이남왜 여기서 누가 아깝느니 마니 소리를 하지김건모보다 우리나라에서 스펙 좋은 남자 몇명이나 된다고,1
그래도 백종원은 결혼할때 40대였잖아요.,1
사진마다 얼굴이 다른거 같네...,1
행복시작 축하해요♥️,1
여자분이 동안이시라 엄청 어린 줄 알았는데 그래도 마흔 다 되신 분이구나 김건모 이제 한 가정의 가장이니 술 좀 줄여야 할 듯,1
젊고 이쁘고 능력도 출중한 아가씨가 왜? 안타깞네요~ 내가 애비면 절대 반댈세~,0
건모형 결혼 제대로 미모의 13살 연하 능력있는 여자랑 결혼하네 와 대박,1
못생겼네...근데 39살이면 애 낳을수는 있나? 35살 넘으면 시험관아기하는거 아니었나??,1
김건모 얼굴과 나이를 봐라 능력은 둘 다 있다,1
주변에 40대 산모들이 자연임신해서 아기 낳고 건강하게 잘 크고 아이들 몇명 있어요~ 불가능 하진 않습니다~^^,1
저 15살때 첫째 낳을때도 주변 산모분들 나이대가 30~40대 초였어요 불가능하진 않을 것 같아요제 눈엔 여자분 너무 이쁘셔요..,1
이뻐요 건모씨 축하 행복하세요~~~,1
